序号,省份,高校名称,城市,院校档次,办学性质,软科排名,就业中心-官网,就业中心-公众号,就业中心-邮箱,就业中心-电话,研究生院-官网,研究生院-公众号,研究生院-邮箱,研究生院-电话,国际处-官网,国际处-公众号,国际处-邮箱,国际处-领导及邮箱,国际处-电话,理工学院数,理工学院明细,备注
161,广东省,深圳大学,深圳市,软科top150,公办,66,https://jobszu.jysd.com/,,szjobcenter@163.com,0755-26536106; 0755-26535652; 0755-86931632,http://gra.szu.edu.cn/,,gra@szu.edu.cn,0755-26536177,https://hmt.szu.edu.cn/,,,,0755-26536114,24,"心理学院 | http://psy.szu.edu.cn/ | 邮箱:psych@szu.edu.cn | 电话:075526917503
数学科学学院 | http://math.szu.edu.cn/ | 电话:0755-26534791
物理与光电工程学院 | http://cpoe.szu.edu.cn/ | 邮箱:cpoe@szu.edu.cn | 电话:0755-26538735
化学与环境工程学院 | http://chem.szu.edu.cn/ | 电话:0755-26536141
生命与海洋科学学院 | http://bio.szu.edu.cn/ | 邮箱:szsky@szu.edu.cn | 电话:0755-86713951
机电与控制工程学院 | http://cmce.szu.edu.cn/ | 电话:0755-26536224
材料学院 | http://cmse.szu.edu.cn/ | 邮箱:guoyanke@szu.edu.cn
电子与信息工程学院 | http://ceie.szu.edu.cn/ | 邮箱:cie@szu.edu.cn | 电话:0755-26536198
计算机与软件学院 | http://csse.szu.edu.cn/
人工智能学院 | https://ai.szu.edu.cn/ | 电话:0755-26946884
建筑与城市规划学院 | http://saup.szu.edu.cn/ | 电话:(0755)26732877; (0755)26536114
土木与交通工程学院 | http://ce.szu.edu.cn/ | 电话:（0755）26735711
心理学院 | http://psy.szu.edu.cn/ | 邮箱:psych@szu.edu.cn | 电话:075526917503
数学科学学院 | http://math.szu.edu.cn/ | 电话:0755-26534791
物理与光电工程学院 | http://cpoe.szu.edu.cn/ | 邮箱:cpoe@szu.edu.cn | 电话:0755-26538735
化学与环境工程学院 | http://chem.szu.edu.cn/ | 电话:0755-26536141
生命与海洋科学学院 | http://bio.szu.edu.cn/ | 邮箱:szsky@szu.edu.cn | 电话:0755-86713951
机电与控制工程学院 | http://cmce.szu.edu.cn/ | 电话:0755-26536224
材料学院 | http://cmse.szu.edu.cn/ | 邮箱:guoyanke@szu.edu.cn
电子与信息工程学院 | http://ceie.szu.edu.cn/ | 邮箱:cie@szu.edu.cn | 电话:0755-26536198
计算机与软件学院 | http://csse.szu.edu.cn/
人工智能学院 | https://ai.szu.edu.cn/ | 电话:0755-26946884
建筑与城市规划学院 | http://saup.szu.edu.cn/ | 电话:(0755)26732877; (0755)26536114
土木与交通工程学院 | http://ce.szu.edu.cn/ | 电话:（0755）26735711",
162,广西壮族自治区,广西师范大学,,软科top150,公办,149,https://www.gxnu.edu.cn/1357/list.htm,,gxsdysxb@163.com,0773-5833630; 0773-5818532,,,,,,,,,,7,"数学与统计学院 | http://www.math.gxnu.edu.cn/ | 邮箱:mathoff@gxnu.edu.cn; stxyjw@gxnu.edu.cn | 电话:0773-5802163; 07735843287
物理科学与技术学院 | http://www.pe.gxnu.edu.cn/ | 邮箱:wlxyjw@mailbox.gxnu.edu.cn | 电话:030502000260
生命科学学院 | http://www.bio.gxnu.edu.cn/ | 邮箱:sky@gxnu.edu.cn; skyjw@gxnu.edu.cn | 电话:0773-3556072; 0773-3560375
环境与资源学院 | http://www.zhx.gxnu.edu.cn/ | 邮箱:zhx@mailbox.gxnu.edu.cn | 电话:0773-3692269
计算机科学与工程学院 / 软件学院/人工智能学院 | http://www.cs.gxnu.edu.cn/ | 邮箱:gxnujsjxy@163.com; jxjw@mailbox.gxnu.edu.cn | 电话:0773-3560; 0773-3560762）; 0773-5811621
电子与信息工程学院/集成电路学院 | http://www.ee.gxnu.edu.cn/ | 邮箱:eie@gxnu.edu.cn; dianzijijian@gxnu.edu.cn | 电话:0773-5826559; 0773-5835927
职业技术师范学院 | http://www.zsxy.gxnu.edu.cn/ | 邮箱:zsxyjw@163.com | 电话:0773-5834868",
163,江苏省,南京工业大学,,软科top150,公办,88,http://njtech.91job.org.cn/,,,,http://gra.njtech.edu.cn/,,,,http://ico.njtech.edu.cn/,,wb@njtech.edu.cn,,025-58139150; 025-58139327; 025-58139151,1,科学研究院 | https://kyy.njtech.edu.cn/ | 电话:025-58139220,
164,江苏省,南通大学,,软科top150,公办,147,https://www.ntu.edu.cn/bkszs_8027/list.htm,,,0513-85012169; 0513-85012170,https://www.ntu.edu.cn/yjszs_8028/list.htm,,,0513-85012093,https://gjjl.ntu.edu.cn/,,,"明晓峰 副主任（主持工作）、党总支副书记张凤）
王雪婷 副处长（主持交流会）
祁小峰 处长（主持座谈会）",,9,"数学与统计学院 | https://sms.ntu.edu.cn/
物理科学与技术学院 | https://phys.ntu.edu.cn | 邮箱:wky@ntu.edu.cn
化学化工学院 | https://hgxy.ntu.edu.cn/ | 邮箱:lqx12345@ntu.edu.cn; qiantao@ntu.edu.cn | 电话:0513-85012856; 0513-85012855
机械工程学院 | https://sme.ntu.edu.cn/
纺织服装学院 | https://fzfz.ntu.edu.cn/
地理科学学院 | https://geo.ntu.edu.cn/
交通与土木工程学院 | https://jttm.ntu.edu.cn/ | 邮箱:jttm@ntu.edu.cn | 电话:85012930
海洋研究院 | https://hyyjy.ntu.edu.cn/ | 邮箱:ntuocean@ntu.edu.cn | 电话:0513-55003005
锡耶纳未来生物技术学院 | https://xyn.ntu.edu.cn/ | 邮箱:XYN@ntu.edu.cn | 电话:0906157463",
165,江苏省,扬州大学,,软科top150,公办,93,,,,,,,,,,,,,,0,,
166,江苏省,江苏大学,,软科top150,公办,81,https://ujs.91job.org.cn/sub-station/home/10299,,,,http://yjsy.ujs.edu.cn/,,yjsyzhb@ujs.edu.cn,,http://foreign.ujs.edu.cn/,,,"顾春敏 科员（1.学生在）: gjczhk@ujs.edu.cn
皮香格 科长（1.学生）: jdgat@ujs.edu.cn
李犇 主任: lxfwzx@ujs.edu.cn",,11,"农业工程学院 | https://sae.ujs.edu.cn/ | 邮箱:nzy@ujs.edu.cn | 电话:0511-88797338
生物科学与技术学院 | https://smkx.ujs.edu.cn/ | 邮箱:skyxzb@ujs.edu.cn | 电话:0511-88788933
低空技术学院 | https://slat.ujs.edu.cn/ | 邮箱:dkjsxy@ujs.edu.cn | 电话:0511-80829160
能源动力工程学部 | https://www.ujs.edu.cn/jgsz.htm
能源与动力工程学院 | https://sepe.ujs.edu.cn/ | 邮箱:sepe@ujs.edu.cn
汽车与交通工程学部 | https://qcjtxb.ujs.edu.cn/ | 邮箱:qcjtxb@ujs.edu.cn | 电话:0511-88782086
汽车与交通工程学院 | https://auto.ujs.edu.cn/ | 电话:0511-88797620
汽车工程研究院 | https://aeri.ujs.edu.cn/ | 邮箱:qcyjy@ujs.edu.cn | 电话:0511-88782845
计算机科学与通信工程学院 | http://cs.ujs.edu.cn/ | 邮箱:jsj@ujs.edu.cn | 电话:0511-88780371
物理与电子工程学院 | https://phy.ujs.edu.cn/ | 电话:0511-88788056
卓越工程师学院，挂靠研究生院 | https://yjsy.ujs.edu.cn/ | 邮箱:yjsyzhb@ujs.edu.cn",
167,江苏省,江苏科技大学,,软科top150,公办,141,https://just.91job.org.cn/sub-station/home/10289,,,,https://yjsb.just.edu.cn/,,justyjsy@just.edu.cn; justyzb@just.edu.cn,0511-84402362,https://www.just.edu.cn/2024/0201/c11935a365817/page.htm,微信图片_20240201094310.png,,"杨建新 书记
嵇春艳 副书记
潘锦全 副书记
安祥卫 书记
主持党 书记（主持党委全面工作）
履行其 院长（负责学院思想政治和党的建设工作）
是学院 院长（负责人）
召集并 书记（。会议议题由学校领导班子成员提出，党委书记确定。会议必须有半数以上常委到会方能召）
委员 主任（召集和主持学术委员会会议，必要时，可以委托副主任委员召集和主持会议。学术委员会委）",000000060413,12,"船舶与海洋工程学院 | http://naoe.just.edu.cn | 邮箱:chxy@just.edu.cn | 电话:0511-84401133
机械工程学院 | http://jixie.just.edu.cn/ | 邮箱:jxxy@just.edu.cn | 电话:0511-84493568
能源与动力学院 | http://sepe.just.edu.cn | 电话:0511-84411906
自动化学院 | http://zidonghua.just.edu.cn/ | 电话:0511-84427900; 0511-84401153; 0511-84435460
材料科学与工程学院 | http://cailiao.just.edu.cn | 电话:0511-84401184
计算机学院 | http://jisuanji.just.edu.cn/ | 邮箱:jsjxy@just.edu.cn
土木工程与建筑学院 | http://tmjz.just.edu.cn/ | 邮箱:tjxy@just.edu.cn | 电话:0511-84432200
生物技术学院 | http://swjs.just.edu.cn | 邮箱:justsri@163.com | 电话:0511-85616595
环境与化学工程学院 | http://huanhua.just.edu.cn | 邮箱:jkdhhxy@just.edu.cn | 电话:0511-85635850
海洋学院 | http://ocean.just.edu.cn | 邮箱:123456789@163.com | 电话:0511-84400227
理学院 | http://ssc.just.edu.cn | 邮箱:ssc@just.edu.cn | 电话:0511-84401171
海洋装备研究院 | http://justmeti.just.edu.cn/ | 电话:0511-84401505",
168,江西省,江西师范大学,,软科top150,公办,126,https://www.jxnu.edu.cn/zsjy/list.htm,,,88120000,http://graduate.jxnu.edu.cn/,,,0791-88120608; 0791-88120600,https://international.jxnu.edu.cn/,,,"选派管 院长
中方 主任（负责草拟学校有关外事规章制度、管理办法和年度工作计划）
李勇忠 处长（主持召开座谈会）
李雨强 副主任（负责人参加）
玉兰 院长（负责人参加大会）",,9,"心理学院 | https://psych.jxnu.edu.cn/ | 电话:0791-88120280
数学与统计学院 | https://sxxy.jxnu.edu.cn/ | 电话:0791-88120360
物理学院 | https://ldxy.jxnu.edu.cn/ | 电话:(0791)88120370
微电子学院 | https://sme.jxnu.edu.cn/ | 电话:0791-88120370
化学与材料学院 | https://chem.jxnu.edu.cn/ | 邮箱:chemoffice@jxnu.edu.cn | 电话:0791-88120380
化学工程学院 | https://hgxy.jxnu.edu.cn/ | 电话:0791-88122539
地理与环境学院 | https://dlxy.jxnu.edu.cn/
人工智能学院 | https://sai.jxnu.edu.cn/ | 邮箱:rgznxy@jxnu.edu.cn
科学技术学院 | https://www.jxsdky.edu.cn/index.htm | 邮箱:kjxyjw@jxnu.edu.cn | 电话:0792-3561866",
169,河北省,河北大学,,软科top150,公办,130,https://www.hbu.edu.cn/zsjy1.htm,,hbuzsb@hbu.edu.cn; hdyjsy@hbu.edu.cn; hbuadmissionoffice@hbu.edu.cn,（0312）5079698; （0312）5079489; 0312-5079523,https://www.hbu.edu.cn/jyjx1/yjsjy1.htm,,,0312-5079709,http://oice.hbu.edu.cn/,,,,,7,"网络空间安全与计算机学院 | http://cs.hbu.cn/
物理科学与技术学院 | http://wlxy.hbu.edu.cn/
化学与材料科学学院 | http://chem.hbu.cn/
生命科学学院 | https://smkxxy.hbu.cn/ | 电话:0312-5079364
电子信息工程学院 | http://ceie.hbu.cn/ | 电话:13060310001
建筑工程学院 | http://cea.hbu.edu.cn/
质量技术监督学院 | http://zhijian.hbu.edu.cn/ | 邮箱:zhijian_hbu@126.com | 电话:0312-5079616",
170,河北省,燕山大学,,软科top150,公办,109,http://job.ysu.edu.cn/,,,,http://gs.ysu.edu.cn/,研究生院微信公众号,gs@ysu.edu.cn,+86-335-8074700--,http://gjhzc.ysu.edu.cn/,,waiban@ysu.edu.cn; international@ysu.edu.cn,"范社岭 主任（负责人参加座谈）
陆军主 处长（主持会议）
赵险峰 书记（负责人及学生志愿者代表参加本次活动）
陆军 处长（会议。座谈会上，王跃华首先代表燕山大学对远道而来的伦敦城市大学代表团... 22）
区执行 院长（负责波兰校区《电机...）
办公 主任（主持全面工作。主管全球伙伴关）: lujun@ysu.edu.cn
办公 副主任（工作：外国专家和引才引智、 国际中文教育、 国际会议、 国际组织与）: zhuhong@ysu.edu.cn
办公 副处长（工作：引才引智专项、国家）: youdl@ysu.edu.cn
办公 科员（分工：校际交流（北美洲） 、外国专家、国际中文教育 沈俊毅 职务：）: gaoxiaona@ysu.edu.cn
办公 科员（分工： 校际交流（非洲）、因）: shenjunyi@ysu.edu.cn
办公 科员（分工： 校际交流（ 南美洲 ）、港澳台事务、 外国专家（证照）: jianghaiyu@ysu.edu.cn
办公 科员（分工： 校际交流（ 欧洲 ）、国际会议、协管全球伙伴关）: yujinping@ysu.edu.cn
办公 科员（分工： 校际交流（协管亚 洲 ）、国际化课程体）: limengshan@ysu.edu.cn",0335-8057070; +86-335-8057070,10,"机械工程学院 | http://mec.ysu.edu.cn/ | 邮箱:mec@ysu.edu.cn | 电话:0335-8057031
材料科学与工程学院 | http://mse.ysu.edu.cn/ | 邮箱:clxy@ysu.edu.cn | 电话:0335-8074631
电气工程学院 | http://iee.ysu.edu.cn/ | 电话:0335-8072979
信息科学与工程学院 | https://ise.ysu.edu.cn | 邮箱:xybg@ysu.edu.cn | 电话:0335-8560271
建筑工程与力学学院 | http://jgxy.ysu.edu.cn/ | 邮箱:jgxy@ysu.edu.cn | 电话:0335-8057101
理学院 | http://lxy.ysu.edu.cn/ | 电话:0335-8057027
环境与化学工程学院 | http://ece.ysu.edu.cn/ | 电话:13030202001
车辆与能源学院 | http://vec.ysu.edu.cn/ | 邮箱:clynyban@ysu.edu.cn | 电话:0335-8074682
西里西亚智能科学与工程学院 | http://scise.ysu.edu.cn | 邮箱:scise@ysu.edu.cn | 电话:0335-8604243
康养产业技术研究院 | https://cec.ysu.edu.cn/yjy/",
171,河南省,河南农业大学,,软科top150,公办,145,http://job.henau.edu.cn/,0371-56552221,nongdajiuye@henau.edu.cn,010902002097; 0371-56552221; 0371-68555159,http://gra.henau.edu.cn/,,,0371-56552922,https://gjc.henau.edu.cn/,,,周开元 副处长（负责人参加座...）,,7,"机电工程学院 | http://hnndjdxy.henau.edu.cn/ | 电话:0371-63558040
人工智能学院 | http://xinxi.henau.edu.cn/ | 电话:0371-56990030
软件学院 | https://rjxy.henau.edu.cn/ | 邮箱:rjxy@henau.edu.cn | 电话:0374-7387500
生命科学学院 | http://sk.henau.edu.cn/ | 邮箱:smkxxy@henau.edu.cn | 电话:0371-68555260
食品科学技术学院 | http://spxy.henau.edu.cn/
资源与环境学院 | http://zihuan.henau.edu.cn/ | 邮箱:ndzhxy@henau.edu.cn | 电话:(0371)68555200
化学与材料学院 | https://hxyclxy.henau.edu.cn/ | 电话:0371-63558881",
172,浙江省,杭州师范大学,,软科top150,公办,116,http://career.hznu.edu.cn/,,hznujy@163.com,0571-28865191,http://yjs.hznu.edu.cn/,,sdyjs@hznu.edu.cn,0571-28865143; 011002011919,https://international.hznu.edu.cn/#/login,,,,,5,"数学学院 | http://sxxy.hznu.edu.cn/ | 电话:0571-28867633; 2021-08-27
物理学院 | http://wlxy.hznu.edu.cn | 电话:0571-28865286; 0571-28865286（
材料与化学化工学院 | http://ch.hznu.edu.cn/ | 邮箱:chxyzhb@hznu.edu.cn | 电话:0571-28867909
生命与环境科学学院 | http://cls.hznu.edu.cn/ | 电话:0571-28868882; 0571-28865333; 2017-12-10
信息科学与技术学院 | http://hise.hznu.edu.cn/ | 电话:011002011919; 004472000001; 004472000006",
173,浙江省,杭州电子科技大学,,软科top150,公办,99,https://job.hdu.edu.cn/,,,0571-86919143,http://grs.hdu.edu.cn/,,,,http://foreign.hdu.edu.cn/,,,"吴薇 副处长（仪式并致欢迎辞，墨西哥萨蒂略科技大学校长安妮亚・瓜达卢佩・桑切斯・鲁伊斯（ An）
工程学 副院长（负责人参加会谈）",,10,"机械工程学院 | http://www.hdu.edu.cn/13312/list.htm
电子信息学院 | http://www.hdu.edu.cn/13317/list.htm
通信工程学院 | http://www.hdu.edu.cn/13318/list.htm
材料与环境工程学院 | http://www.hdu.edu.cn/13322/list.htm
集成电路科学与工程学院 | https://ic.hdu.edu.cn/ | 邮箱:sic_sx@hdu.edu.cn | 电话:(0571)86915074; (0575)88500110
理学院 | http://www.hdu.edu.cn/13323/list.htm
杭州电子科技大学圣光机联合学院 | http://www.hdu.edu.cn/13335/list.htm
杭州电子科技大学信息工程学院 | https://www.hziee.edu.cn/ | 邮箱:xxgcxy@hdu.edu.cn | 电话:0571-58619115; 0571-58619116; 0571-58619118
浙江省信息化发展研究院 | http://www.hdu.edu.cn/13681/list.htm
微电子研究院 | http://www.hdu.edu.cn/13670/list.htm",
174,浙江省,浙江农林大学,,软科top150,公办,149,http://jy.zafu.edu.cn/,zafujyzx,,0571-63730906,http://yjsb.zafu.edu.cn/,,,,http://wsc.zafu.edu.cn/,,,处理事 副处长,0571-63740038,4,"化学与材料工程学院 | https://gc.zafu.edu.cn/ | 电话:0571-63740062
风景园林与建筑学院 | https://laas.zafu.edu.cn/ | 邮箱:ylxy@zafu.edu.cn | 电话:0571-63732751（
人工智能学院 | https://ie.zafu.edu.cn/ | 电话:0571-63732771
茶学与茶文化学院 | https://tsc.zafu.edu.cn/ | 邮箱:tsc@zafu.edu.cn | 电话:0571-63637376",
175,浙江省,浙江工业大学,,软科top150,公办,68,https://www.zjut.edu.cn/4473/list.htm,,,0571-88320114; 000000041141,https://www.zjut.edu.cn/4495/list.htm,浙江工业大学研究生招生,,0571-88320517,https://www.zjut.edu.cn/4510/list.htm,,,"李俊杰 副书记（。陈积明作题为《青春有为 奋斗以成》的致辞。他说，大学，赋予同学们求索新知的潜能）
吴巨慧 副书记（大会。会上，校党委书记蔡袁强作《以实干担当奋楫“十五五”新征程》专题党课。他分别）
周洪昌 秘书长（负责人为成员的浙江工业大学（筹）基本建设项目领导小组名单）
蔡袁强 书记
陈积明 副书记
陈庆红 书记
郑仁朝 部长
许伟通 部长
党委 副书记
信箱 书记（分工 书记信箱）
信箱 书记: sj@zjut.edu.cn
陈积明 校长（主持学校行政全面工作。负责发展规划、国际合作交流、审计工作。分管发展规划处（省部共建办公室）、国际交流与合作处（港澳台事务办公室）、审计处、政策研究室（学术期刊社）。联系机械工程学院、经济学院。）: xz@zjut.edu.cn
李俊杰 党委副书记（负责学生工作、宣传思想工作、统战、共青团、思政课程建设、保密工作。分管学工部、学生处、研工部、宣传部、统战部、校团委。联系物理与光电学院、教育学院（职业技术教育学院）、马克思主义学院、创业学院。）
与服务 主任
学生 副处长
吴巨慧 党委副书记（负责组织、党校、老干部、离退休、工会、教代会、妇联、信访与法治工作。分管组织部、离退休党委、离退休工作处、校工会、校妇联。联系药学院、绿色制药协同创新中心、信息工程学院、之江学院。）
王建国 副校长（负责本科教育教学、留学生教育、继续教育、体育军训、实验室设备与资产、校园信息化工作。分管教务处、继续教育学院、体育军训部、教育教学评估中心（现代教育技术中心）、实验室与资产管理处、采购中心（教科物资服务中心）、信息技术中心。联系浙江工业大学埃克塞特联合学院、健行学院、继续教育学院、体育军训部。）
张光新 副校长",0571-88320114; 000000041141,1,湖州德清莫干山国际地理信息学院 | https://www.zjut.edu.cn/2026/0723/c4662a338772/page.htm | 电话:0571-88320114; 000000041141,
176,浙江省,浙江师范大学,,软科top150,公办,91,https://www.zjnu.edu.cn/3987/list.htm,,webserver@zjnu.cn,,http://yzw.zjnu.edu.cn/,,,82283026(,http://iso.zjnu.edu.cn,,admission@zjnu.edu.cn,,,5,"心理学院 | http://xlxy.zjnu.edu.cn | 邮箱:xlxy@zjnu.cn
数学学院 | http://sxxy.zjnu.edu.cn/ | 邮箱:sxxy@zjnu.edu.cn | 电话:0579-82298188
计算机学院 | http://cs.zjnu.edu.cn | 邮箱:jsjxy@zjnu.edu.cn | 电话:0579-82291988
生命科学学院 | http://smxy.zjnu.edu.cn | 邮箱:smxy@zjnu.cn | 电话:0579-82282269
杭州自动化学院 | https://autoai.zjnu.edu.cn/ | 邮箱:hzzdh@zjnu.edu.cn | 电话:0571-81952038",
177,浙江省,浙江理工大学,,软科top150,公办,112,http://jyb.zstu.edu.cn/,,zstujob@zstu.edu.cn,0571-86845620,https://gradadmission.zstu.edu.cn/,,,0571-86843082,http://gradadmission.zstu.edu.cn/gatzs.htm,,,,0571-86843082,7,"理学院 | http://sci.zstu.edu.cn/
材料科学与工程学院 | http://mse.zstu.edu.cn/
机械工程学院 | http://mechanical.zstu.edu.cn
建筑工程学院 | http://jiangong.zstu.edu.cn/
化学与化工学院 | https://scce.zstu.edu.cn/
国际时装技术学院 | http://gjy.zstu.edu.cn/
工业人工智能研究院 | https://www.zstu.edu.cn/ | 电话:011802000517",
178,浙江省,温州大学,,软科top150,公办,129,http://zs.wzu.edu.cn/jry.htm,,,,https://yjsb.wzu.edu.cn/,,,,https://iro.wzu.edu.cn/,,,,,16,"数理学院 | http://slxy.wzu.edu.cn/ | 邮箱:slxy@wzu.edu.cn | 电话:0577-86689098; 0577-86689528
化学与材料工程学院 | http://chem.wzu.edu.cn/ | 邮箱:hxx@wzu.edu.cn | 电话:0577-86689360; 0577-86689300; 0577-86689302
生命与环境科学学院 | http://shxy.wzu.edu.cn/ | 邮箱:yanxiufeng@wzu.edu.cn
机电工程学院 | http://jdxy.wzu.edu.cn/ | 电话:0577-86689629
电气与电子工程学院 | http://eee.wzu.edu.cn/ | 邮箱:dqdzxy@wzu.edu.cn | 电话:0577-86689010
计算机与人工智能学院 | http://ai.wzu.edu.cn/ | 邮箱:ai@wzu.edu.cn | 电话:0577-86599385; 0577-86590231; 0577-86599563
建筑工程学院 | http://cace.wzu.edu.cn/ | 邮箱:wzjgxy@wzu.edu.cn | 电话:0577-86689611
数理学院 | https://slxy.wzu.edu.cn/ | 邮箱:slxy@wzu.edu.cn | 电话:0577-86689098; 0577-86689528
化学与材料工程学院 | https://chem.wzu.edu.cn/ | 邮箱:hxx@wzu.edu.cn | 电话:0577-86689360; 0577-86689300; 0577-86689302
生命与环境科学学院 | https://shxy.wzu.edu.cn/
机电工程学院 | https://jdxy.wzu.edu.cn/
电气与电子工程学院 | https://eee.wzu.edu.cn/ | 邮箱:dqdzxy@wzu.edu.cn | 电话:0577-86689010
计算机与人工智能学院 | https://ai.wzu.edu.cn/ | 邮箱:ai@wzu.edu.cn | 电话:0577-86599385; 0577-86590231; 0577-86599563
建筑工程学院 | https://cace.wzu.edu.cn/ | 邮箱:wzjgxy@wzu.edu.cn | 电话:0577-86689611
新材料与产业技术研究院 | https://inmit.wzu.edu.cn/ | 邮箱:wzumit@163.com | 电话:0577-85516217
激光与光电智能制造研究院 | https://im.wzu.edu.cn | 邮箱:imlp@wzu.edu.cn | 电话:0577-85516755",
179,湖北省,武汉科技大学,,软科top150,公办,123,https://www.wust.edu.cn/zsjy.htm,,,010702000687,https://ysxy.wust.edu.cn/,,,,,,,,,12,"材料科学与工程学院 | https://cl.wust.edu.cn/ | 电话:）027-68862108; 027-68862345
电子信息学院 | https://dx.wust.edu.cn/ | 电话:027-68862516
化学与化工学院 | https://hxyhg.wust.edu.cn/ | 电话:027-68862591
计算机科学与技术学院 | https://jsjkx.wust.edu.cn/
机械工程学院 | https://jxzdh.wust.edu.cn/ | 电话:027-68862117; 027-68862212
数学与系统科学学院 | https://maths.wust.edu.cn/ | 电话:（027）68893261; （027）68893241; （027）68893248
物理与力学学院 | https://wlylx.wust.edu.cn/ | 电话:（027）68893261; （027）68893241; （027）68893248
汽车与交通工程学院 | https://qcyjt.wust.edu.cn/
人工智能与自动化学院 | https://aia.wust.edu.cn/
生命科学与健康学院 | https://smkx.wust.edu.cn/
冶金与能源学院 | https://yn.wust.edu.cn/
资源与环境工程学院 | https://cree.wust.edu.cn/ | 电话:（027）68862873",
